decision_id,occurrence_id,unit_id,semantic_unit_id,source_term_or_construction,intended_sense,chosen_rendering,recording_mode,confidence,provisional,review_priority,please_double_check_question,source_path,source_file_sha256,source_line_status,source_line_start,source_line_end,source_byte_status,source_byte_start,source_byte_end_exclusive,source_column_start,source_column_end_exclusive,source_span_sha256,source_excerpt,target_path,target_file_sha256,target_line_status,target_line_start,target_line_end,target_byte_status,target_byte_start,target_byte_end_exclusive,target_column_start,target_column_end_exclusive,target_span_sha256,target_excerpt,reader_status,reader_artifact_filename,reader_artifact_sha256,reader_profile,printed_page,assembled_pdf_page,reader_provenance_or_reason,evidence_refs
OLP-TR-TERM-0151,OLP-TR-TERM-0151-O-0395-00166-0001-R1,OLP-0395,OLP-0395:legacy-term:0151:target-L166-C1:render-1,negation,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,değilleme,retrospective,medium,true,normal,Please double-check whether “değilleme” is the best Turkish rendering of “negation” in logical connectives. / “negation” için logical connectives bağlamında “değilleme” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/many-valued-logic/three-valued-logics/kleene.tex,5630d9cb5c6a43dde8e85791827e95326ea0258b9be9aecbef3e89ee098cb376,pending,,,pending,,,,,,Unpaired source term: negation,source/locale/tr/content/many-valued-logic/three-valued-logics/kleene.tex,ba044c39a73695f55f4b99ec6a810798ccf0b6f0e11c9e5c7cfbfa44d4be404e,available,166,166,available,6422,6432,1,10 (end exclusive),264ad837397084b61eea3dee9a90fca9a36c1725322f651be93dd8587daf2d76,değilleme” ile “tanımsızdır” işlemcisidir:,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,697,698,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/many-valued-logic/three-valued-logics/kleene.tex"",""bytes"":7191,""sha256"":""ba044c39a73695f55f4b99ec6a810798ccf0b6f0e11c9e5c7cfbfa44d4be404e""}]"
OLP-TR-TERM-0151,OLP-TR-TERM-0151-O-0410-00021-0035-R1,OLP-0410,OLP-0410:legacy-term:0151:target-L21-C35:render-1,negation,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,değilleme,retrospective,medium,true,normal,Please double-check whether “değilleme” is the best Turkish rendering of “negation” in logical connectives. / “negation” için logical connectives bağlamında “değilleme” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/normal-modal-logic/syntax-and-semantics/language-modal-logic.tex,adacd15035d83e6b193aef874044156015bf168e67966833d5cdb5c064bdce1d,available,21,21,available,691,699,35,43 (end exclusive),f61f534bf24cb550fc94d84afa9d0e310ee4c5411ae8dd21e4957af8db1de964,\iftag{prvNot}{\ycomma $\lnot$ (negation)}{}%,source/locale/tr/content/normal-modal-logic/syntax-and-semantics/language-modal-logic.tex,c969419e41353ecb23db05da9dee4aff731157e22b43b3f6d7f046beb69c7c47,available,21,21,available,658,668,35,44 (end exclusive),264ad837397084b61eea3dee9a90fca9a36c1725322f651be93dd8587daf2d76,\iftag{prvNot}{\ycomma $\lnot$ (değilleme)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 718 (printed 717); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/normal-modal-logic/syntax-and-semantics/language-modal-logic.tex"",""bytes"":3603,""sha256"":""c969419e41353ecb23db05da9dee4aff731157e22b43b3f6d7f046beb69c7c47""}]"
OLP-TR-TERM-0151,OLP-TR-TERM-0151-O-0478-00023-0035-R1,OLP-0478,OLP-0478:legacy-term:0151:target-L23-C35:render-1,negation,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,değilleme,retrospective,medium,true,normal,Please double-check whether “değilleme” is the best Turkish rendering of “negation” in logical connectives. / “negation” için logical connectives bağlamında “değilleme” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/applied-modal-logic/temporal-logic/temporal-logic-semantics.tex,a19bba5d1553ac0da8957d76ddf35ed446d2a6e272e353d7afed799bf30cb9c9,available,21,21,available,688,696,35,43 (end exclusive),f61f534bf24cb550fc94d84afa9d0e310ee4c5411ae8dd21e4957af8db1de964,\iftag{prvNot}{\ycomma $\lnot$ (negation)}{}%,source/locale/tr/content/applied-modal-logic/temporal-logic/temporal-logic-semantics.tex,f1a198f52b0d5e0f365d68bf3d71f32f620e3813a0f99ce622f040ed0ca07f1e,available,23,23,available,804,814,35,44 (end exclusive),264ad837397084b61eea3dee9a90fca9a36c1725322f651be93dd8587daf2d76,\iftag{prvNot}{\ycomma $\lnot$ (değilleme)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 813 (printed 812); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/applied-modal-logic/temporal-logic/temporal-logic-semantics.tex"",""bytes"":6215,""sha256"":""f1a198f52b0d5e0f365d68bf3d71f32f620e3813a0f99ce622f040ed0ca07f1e""}]"
OLP-TR-TERM-0151,OLP-TR-TERM-0151-O-0484-00022-0035-R1,OLP-0484,OLP-0484:legacy-term:0151:target-L22-C35:render-1,negation,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,değilleme,retrospective,medium,true,normal,Please double-check whether “değilleme” is the best Turkish rendering of “negation” in logical connectives. / “negation” için logical connectives bağlamında “değilleme” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/applied-modal-logic/epistemic-logic/language-epistemic-logic.tex,832931542ab74e91167af68186f69c447200fbc3072a2943f05a9bebc34d3dbe,available,22,22,available,741,749,35,43 (end exclusive),f61f534bf24cb550fc94d84afa9d0e310ee4c5411ae8dd21e4957af8db1de964,\iftag{prvNot}{\ycomma $\lnot$ (negation)}{}%,source/locale/tr/content/applied-modal-logic/epistemic-logic/language-epistemic-logic.tex,07d3a5e61d425e5485bbf0c9118981f9cbb672b8fe7524ea5fbb552aff3818c1,available,22,22,available,704,714,35,44 (end exclusive),264ad837397084b61eea3dee9a90fca9a36c1725322f651be93dd8587daf2d76,\iftag{prvNot}{\ycomma $\lnot$ (değilleme)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 819 (printed 818); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/applied-modal-logic/epistemic-logic/language-epistemic-logic.tex"",""bytes"":3153,""sha256"":""07d3a5e61d425e5485bbf0c9118981f9cbb672b8fe7524ea5fbb552aff3818c1""}]"
OLP-TR-TERM-0151,OLP-TR-TERM-0151-O-0489-00033-0035-R1,OLP-0489,OLP-0489:legacy-term:0151:target-L33-C35:render-1,negation,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,değilleme,retrospective,medium,true,normal,Please double-check whether “değilleme” is the best Turkish rendering of “negation” in logical connectives. / “negation” için logical connectives bağlamında “değilleme” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/applied-modal-logic/epistemic-logic/public-announcement-logic-lang.tex,40a35caaa740f576e6192564fb1906090d5a9dedc0d89a9c47f9be6e0d235ceb,available,30,30,available,1207,1215,35,43 (end exclusive),f61f534bf24cb550fc94d84afa9d0e310ee4c5411ae8dd21e4957af8db1de964,\iftag{prvNot}{\ycomma $\lnot$ (negation)}{}%,source/locale/tr/content/applied-modal-logic/epistemic-logic/public-announcement-logic-lang.tex,55894b0c7775a012bb0eeb56a60dce7612bf51a5ebd5d5dae4bf19bd40395e65,available,33,33,available,1471,1481,35,44 (end exclusive),264ad837397084b61eea3dee9a90fca9a36c1725322f651be93dd8587daf2d76,\iftag{prvNot}{\ycomma $\lnot$ (değilleme)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 825 (printed 824); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/applied-modal-logic/epistemic-logic/public-announcement-logic-lang.tex"",""bytes"":3543,""sha256"":""55894b0c7775a012bb0eeb56a60dce7612bf51a5ebd5d5dae4bf19bd40395e65""}]"
OLP-TR-TERM-0151,OLP-TR-TERM-0151-O-0494-00059-0022-R1,OLP-0494,OLP-0494:legacy-term:0151:target-L59-C22:render-1,negation,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,değilleme,retrospective,medium,true,normal,Please double-check whether “değilleme” is the best Turkish rendering of “negation” in logical connectives. / “negation” için logical connectives bağlamında “değilleme” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/intuitionistic-logic/introduction/syntax.tex,cce052537333228e96694ff7d88d44d983d3d051d6382419cf2dfb8618638d20,available,61,61,available,2245,2253,48,56 (end exclusive),f61f534bf24cb550fc94d84afa9d0e310ee4c5411ae8dd21e4957af8db1de964,the following \emph{defined} symbols: $\lnot$ (negation) and $\liff$,source/locale/tr/content/intuitionistic-logic/introduction/syntax.tex,961545f76304c5c744a3a84800760460304ab250113da5552d73bfbd355ac105,available,59,59,available,2296,2306,22,31 (end exclusive),264ad837397084b61eea3dee9a90fca9a36c1725322f651be93dd8587daf2d76,kullanırız: $\lnot$ (değilleme) ve $\liff$ (!!{biconditional}). Tanımlı,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 831 (printed 830); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/intuitionistic-logic/introduction/syntax.tex"",""bytes"":2837,""sha256"":""961545f76304c5c744a3a84800760460304ab250113da5552d73bfbd355ac105""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0058-00028-0035-R1,OLP-0058,OLP-0058:legacy-term:0152:target-L28-C35:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/propositional-logic/syntax-and-semantics/formulas.tex,8777d77e48e3a41a527b1b737c67e00cb7850f4fa0902ce24846000b40724756,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/propositional-logic/syntax-and-semantics/formulas.tex,accf8a368bb8879e63dffd217002453750819af2cfba9304c80c9324b3c14552,available,28,28,available,936,948,35,45 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,\iftag{prvAnd}{\ycomma $\land$ (ve bağlacı)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 113 (printed 112); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/propositional-logic/syntax-and-semantics/formulas.tex"",""bytes"":7380,""sha256"":""accf8a368bb8879e63dffd217002453750819af2cfba9304c80c9324b3c14552""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0058-00042-0035-R1,OLP-0058,OLP-0058:legacy-term:0152:target-L42-C35:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/propositional-logic/syntax-and-semantics/formulas.tex,8777d77e48e3a41a527b1b737c67e00cb7850f4fa0902ce24846000b40724756,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/propositional-logic/syntax-and-semantics/formulas.tex,accf8a368bb8879e63dffd217002453750819af2cfba9304c80c9324b3c14552,available,42,42,available,1521,1533,35,45 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,\iftag{defAnd}{\ycomma $\land$ (ve bağlacı)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 113 (printed 112); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/propositional-logic/syntax-and-semantics/formulas.tex"",""bytes"":7380,""sha256"":""accf8a368bb8879e63dffd217002453750819af2cfba9304c80c9324b3c14552""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0058-00065-0018-R1,OLP-0058,OLP-0058:legacy-term:0152:target-L65-C18:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/propositional-logic/syntax-and-semantics/formulas.tex,8777d77e48e3a41a527b1b737c67e00cb7850f4fa0902ce24846000b40724756,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/propositional-logic/syntax-and-semantics/formulas.tex,accf8a368bb8879e63dffd217002453750819af2cfba9304c80c9324b3c14552,available,65,65,available,2589,2601,18,28 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,"$\neg$ ve~!; ``ve bağlacı'' içinse $\wedge$, $\cdot$ ve $\&$ simgelerinden",available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,113,114,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/propositional-logic/syntax-and-semantics/formulas.tex"",""bytes"":7380,""sha256"":""accf8a368bb8879e63dffd217002453750819af2cfba9304c80c9324b3c14552""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0151-00038-0035-R1,OLP-0151,OLP-0151:legacy-term:0152:target-L38-C35:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/syntax-and-semantics/first-order-languages.tex,582ea4b3b243fe2ee4eb627630172f77f014d4f7d7c93cd13fdb2bb70844c447,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/first-order-logic/syntax-and-semantics/first-order-languages.tex,f362aa10cdb05028bd62958733271cbe88e2aea8c46ae1655f0aa31be16b0f8e,available,38,38,available,1317,1329,35,45 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,\iftag{prvAnd}{\ycomma $\land$ (ve bağlacı)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 216 (printed 215); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/syntax-and-semantics/first-order-languages.tex"",""bytes"":7022,""sha256"":""f362aa10cdb05028bd62958733271cbe88e2aea8c46ae1655f0aa31be16b0f8e""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0151-00095-0035-R1,OLP-0151,OLP-0151:legacy-term:0152:target-L95-C35:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/syntax-and-semantics/first-order-languages.tex,582ea4b3b243fe2ee4eb627630172f77f014d4f7d7c93cd13fdb2bb70844c447,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/first-order-logic/syntax-and-semantics/first-order-languages.tex,f362aa10cdb05028bd62958733271cbe88e2aea8c46ae1655f0aa31be16b0f8e,available,95,95,available,3804,3816,35,45 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,\iftag{defAnd}{\ycomma $\land$ (ve bağlacı)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 216 (printed 215); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/syntax-and-semantics/first-order-languages.tex"",""bytes"":7022,""sha256"":""f362aa10cdb05028bd62958733271cbe88e2aea8c46ae1655f0aa31be16b0f8e""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0151-00120-0057-R1,OLP-0151,OLP-0151:legacy-term:0152:target-L120-C57:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/syntax-and-semantics/first-order-languages.tex,582ea4b3b243fe2ee4eb627630172f77f014d4f7d7c93cd13fdb2bb70844c447,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/first-order-logic/syntax-and-semantics/first-order-languages.tex,f362aa10cdb05028bd62958733271cbe88e2aea8c46ae1655f0aa31be16b0f8e,available,120,120,available,5006,5018,57,67 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,"için yaygın olarak $\sim$, $\neg$ veya~!\ kullanılır; ``ve bağlacı'' içinse",available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,216,217,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/syntax-and-semantics/first-order-languages.tex"",""bytes"":7022,""sha256"":""f362aa10cdb05028bd62958733271cbe88e2aea8c46ae1655f0aa31be16b0f8e""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0154-00090-0011-R1,OLP-0154,OLP-0154:legacy-term:0152:target-L90-C11:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/syntax-and-semantics/main-operator.tex,1bc4cc76cc670fdb1069ca53312d13dfcf2ea8444adbb3d9ef4b8d31a5da41fc,available,90,90,available,3309,3320,11,22 (end exclusive),12abd6fbac0f2f0e8c38959e4f58ecc8a5c749e4ec337180b885257c72bf68a8,$\land$ & conjunction & $(!A \land !B$) \\,source/locale/tr/content/first-order-logic/syntax-and-semantics/main-operator.tex,7828a44d8316830e0dc9a51998a4095f3f7fba0c4f1381a0675896500f7ae986,available,90,90,available,3272,3284,11,21 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,$\land$ & ve bağlacı & $(!A \land !B)$ \\,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 223 (printed 222); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/syntax-and-semantics/main-operator.tex"",""bytes"":3687,""sha256"":""7828a44d8316830e0dc9a51998a4095f3f7fba0c4f1381a0675896500f7ae986""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0386-00022-0035-R1,OLP-0386,OLP-0386:legacy-term:0152:target-L22-C35:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/many-valued-logic/syntax-and-semantics/connectives.tex,3e857c9e560394dc6839b520db3e2b71ef9e24b1f542648ccbe5af70a9993458,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/many-valued-logic/syntax-and-semantics/connectives.tex,5326a20edfb24db82947aec928e7159b3249b114399da9e44eadc16d74408e66,available,22,22,available,698,710,35,45 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,\iftag{prvAnd}{\ycomma $\land$ (ve bağlacı)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 688 (printed 687); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/many-valued-logic/syntax-and-semantics/connectives.tex"",""bytes"":2786,""sha256"":""5326a20edfb24db82947aec928e7159b3249b114399da9e44eadc16d74408e66""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0386-00032-0035-R1,OLP-0386,OLP-0386:legacy-term:0152:target-L32-C35:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/many-valued-logic/syntax-and-semantics/connectives.tex,3e857c9e560394dc6839b520db3e2b71ef9e24b1f542648ccbe5af70a9993458,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/many-valued-logic/syntax-and-semantics/connectives.tex,5326a20edfb24db82947aec928e7159b3249b114399da9e44eadc16d74408e66,available,32,32,available,1170,1182,35,45 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,\iftag{defAnd}{\ycomma $\land$ (ve bağlacı)}{}%,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 688 (printed 687); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/many-valued-logic/syntax-and-semantics/connectives.tex"",""bytes"":2786,""sha256"":""5326a20edfb24db82947aec928e7159b3249b114399da9e44eadc16d74408e66""}]"
OLP-TR-TERM-0152,OLP-TR-TERM-0152-O-0386-00058-0068-R1,OLP-0386,OLP-0386:legacy-term:0152:target-L58-C68:render-1,conjunction,Historical terminology-ledger scope: logical connectives; no narrower sense is inferred automatically.,ve bağlacı,retrospective,medium,true,high,Please double-check whether “ve bağlacı” is the best Turkish rendering of “conjunction” in logical connectives. / “conjunction” için logical connectives bağlamında “ve bağlacı” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/many-valued-logic/syntax-and-semantics/connectives.tex,3e857c9e560394dc6839b520db3e2b71ef9e24b1f542648ccbe5af70a9993458,pending,,,pending,,,,,,Unpaired source term: conjunction,source/locale/tr/content/many-valued-logic/syntax-and-semantics/connectives.tex,5326a20edfb24db82947aec928e7159b3249b114399da9e44eadc16d74408e66,available,58,58,available,2591,2603,68,78 (end exclusive),309f8adb830c496fbeed03cb1569d9ff4eb656546ac82ad4ca10bd3b50134f77,bağlaçlar için farklı simgeler kullanır. Örneğin çarpım mantığında ve bağlacı,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,687,688,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/many-valued-logic/syntax-and-semantics/connectives.tex"",""bytes"":2786,""sha256"":""5326a20edfb24db82947aec928e7159b3249b114399da9e44eadc16d74408e66""}]"
